SMILES,pKi,Scaffold,Split,BCUT2D_MWHI,BCUT2D_MRHI,AvgIpc,BalabanJ,BertzCT,Chi2v,Chi3n,HallKierAlpha,Ipc,Kappa2,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA3,SlogP_VSA4,SlogP_VSA6,SlogP_VSA8,TPSA,EState_VSA5,EState_VSA6,EState_VSA8,EState_VSA9,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState8,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAtomStereoCenters,NumHeteroatoms,MolLogP,fr_Ar_N,fr_NH0,fr_NH1,fr_Ndealkylation1,fr_guanido,fr_halogen,fr_pyridine,MACCS_79,MACCS_86,MACCS_98,MACCS_100,MACCS_108,MACCS_110,MACCS_117,MACCS_128,MACCS_133,MACCS_138
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C2(CC2)S1(=O)=O,8.5229,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)C2(CC2)S(=O)(=O)N1,Train,32.2336520600728,7.910928372313276,3.5623092787042525,1.7042449505965036,1250.6665508433298,10.037428910117404,6.041091428232225,-3.52,11758527.464095457,6.746493955962539,10.633577208012662,22.327392601904187,0.0,15.982845722151419,5.907179729351506,0.0,22.0974065442472,5.261891554738487,50.0972157878507,24.495353320670823,11.102376744080342,27.577411726186487,30.051328151143547,12.36446058668352,59.16673073320948,6.069221312792274,10.077801322358383,15.56221640579093,22.557617314368176,36.52867891392113,0.0,139.04,37.509983828136704,6.923737199690624,15.617555728959871,10.671175160530009,16.42687595870406,22.371143073421248,-0.7402909338528054,-1.5657325774349544,8.638324513257896,1.5607885943298447,1.0,1.0,1.0,11.0,1.8920500000000005,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(C(F)(F)F)cn3)ccc2F)C2(CC2)S1(=O)=O,8.0969,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)C2(CC2)S(=O)(=O)N1,Train,32.233652342628595,7.910929747252253,3.5568859045081003,1.6642705288669501,1259.4516056900557,10.423384580285049,6.239318818712631,-3.2199999999999993,21472208.8283345,7.138356813589628,10.633577208012662,16.258171289111914,0.0,15.982845722151419,5.907179729351506,6.176298517443475,17.113428023299992,13.171245143024459,50.0972157878507,24.495353320670823,11.102376744080342,27.577411726186487,36.22762666858702,12.36446058668352,59.16673073320948,0.0,23.24904646538284,21.738514923234405,11.226504446837417,36.52867891392113,0.0,115.25,26.104143319291033,0.0,15.617555728959871,5.409283605791522,15.988011162785696,13.262739050150875,-2.7823871113261927,-1.9892848387119908,5.1568012237098175,1.4866289131990098,1.0,1.0,1.0,13.0,3.039170000000002,1.0,2.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(C(F)(F)F)cn3)ccc2F)CS1(=O)=O,8.8993,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)CS(=O)(=O)N1,Train,32.23338562100852,7.89299119029778,2.6626389199019145,1.8767136444841448,1151.7754592180793,9.108282888192912,4.739649661428369,-3.2199999999999993,3614798.597658839,7.479848589301802,10.633577208012662,11.511148835894357,0.0,15.982845722151419,5.907179729351506,6.176298517443475,17.113428023299992,13.171245143024459,37.255572541998674,24.495353320670823,16.85523035082713,27.577411726186487,18.638960969517445,18.11731419343031,59.16673073320948,0.0,23.24904646538284,21.738514923234405,11.226504446837417,36.52867891392113,0.0,115.25,26.104143319291033,0.0,15.617555728959871,5.409283605791522,15.815216023896806,12.857756056953598,-2.86960433299575,-2.605468475802012,5.012194955659286,1.396351135421232,1.0,1.0,1.0,13.0,2.506570000000001,1.0,2.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C2(CC2)S1(=O)=O,8.301,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)C2(CC2)S(=O)(=O)N1,Train,35.49569232016331,7.910929386163643,3.508073100763338,1.7237215888753459,1167.19239352874,10.291604047355579,5.875898010070819,-2.7199999999999998,6780487.882909798,6.643377971189501,10.633577208012662,16.258171289111914,0.0,15.982845722151419,5.907179729351506,0.0,22.0974065442472,0.0,50.0972157878507,24.495353320670823,10.56155856612467,39.178351616419,30.051328151143547,12.36446058668352,58.625912555253805,0.0,10.077801322358383,15.56221640579093,11.226504446837417,36.52867891392113,0.0,115.25,37.509983828136704,6.923737199690624,15.617555728959871,17.01022349602404,16.397676695665513,13.94984041150864,-0.9224763493998247,-1.4926970232763568,6.914585045372007,1.5732689617781608,1.0,1.0,1.0,11.0,2.673770000000001,1.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CS1(=O)=O,9.0227,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)CS(=O)(=O)N1,Train,35.495692210323064,7.892990893390404,2.610507245852952,1.922145308690148,1060.9625777822405,8.976502355263442,4.376228852786557,-2.7199999999999998,1134703.9635404109,7.024899737256605,10.633577208012662,11.511148835894357,0.0,15.982845722151419,5.907179729351506,0.0,22.0974065442472,0.0,37.255572541998674,24.495353320670823,16.31441217287146,39.178351616419,12.46266245207397,18.11731419343031,58.625912555253805,0.0,10.077801322358383,15.56221640579093,11.226504446837417,36.52867891392113,0.0,115.25,44.433721027827325,0.0,15.617555728959871,17.01022349602404,16.224881556776623,13.540476487794066,-1.005312640552088,-2.0133648721422572,6.769978777321475,1.482991184000383,1.0,1.0,1.0,11.0,2.1411700000000007,1.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C2(CC2)S1(=O)=O,7.7959,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)C2(CC2)S(=O)(=O)N1,Train,32.23365201801417,7.910926752934882,3.508073100763338,1.7237215888753459,1165.19239352874,9.855168266883593,5.875898010070819,-3.0799999999999996,6780487.882909798,6.459247411242604,10.633577208012662,22.07539213015781,0.0,15.982845722151419,5.907179729351506,0.0,26.48782159192202,0.0,50.0972157878507,18.298509749057747,11.735768823996422,27.577411726186487,30.051328151143547,12.36446058668352,59.42050008255836,0.0,14.468216370033202,15.56221640579093,17.043725287883312,36.52867891392113,0.0,115.25,25.24677318806202,6.923737199690624,15.617555728959871,5.409283605791522,16.075256060744877,13.439115808694531,-1.209824260327281,-2.243582610539803,6.104519887621664,1.5462627889386547,1.0,1.0,1.0,11.0,2.1594700000000007,1.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C2(CCN(C(=O)C3CC3)C2)S1(=O)=O,8.699,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)C2(CCN(C(=O)C3CC3)C2)S(=O)(=O)N1,Train,32.23364073922775,7.90844443871829,3.602303061931854,1.5600693577661777,1414.8176183653661,12.139234873645973,7.641868469105056,-3.61,214593717.89192632,8.468340511388432,15.53348693886314,22.07539213015781,0.0,21.890025451502925,5.907179729351506,0.0,26.48782159192202,0.0,56.518037410776714,37.30592860704429,11.735768823996422,33.484591455537995,36.47214977406956,25.453973398508673,59.42050008255836,0.0,14.468216370033202,20.356753589862752,22.961631334044704,36.52867891392113,0.0,135.55999999999997,37.070420118603124,0.0,15.617555728959871,5.409283605791522,30.715735514659418,13.777720430333513,-1.6609441198972326,-2.7017518348421117,5.992310442783285,1.5191813227385296,2.0,1.0,2.0,13.0,2.0079700000000003,1.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C2(CCN(C(=O)CC3CC3)C2)S1(=O)=O,8.5686,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)C2(CCN(C(=O)CC3CC3)C2)S(=O)(=O)N1,Train,32.23364081852018,7.908444662011208,3.5558757301495723,1.5376170229997492,1431.8269393996086,12.567961872838154,7.916528945232982,-3.61,323359675.6274072,8.999292004512972,15.53348693886314,22.07539213015781,0.0,21.890025451502925,5.907179729351506,0.0,26.48782159192202,0.0,62.435943456938105,37.80884418380891,11.735768823996422,33.484591455537995,42.89297139699556,25.453973398508673,59.42050008255836,0.0,14.468216370033202,20.356753589862752,22.961631334044704,36.52867891392113,0.0,135.55999999999997,37.070420118603124,0.0,15.617555728959871,5.409283605791522,30.833483086074573,13.81378505752864,-1.6629285017404711,-2.286163716128894,6.004319522189083,1.515417307873324,2.0,1.0,2.0,13.0,2.3980700000000006,1.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C2(CCN(S(C)(=O)=O)C2)S1(=O)=O,8.301,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)C2(CCNC2)S(=O)(=O)N1,Train,32.235034353259174,7.912025860223015,3.2755593089966877,1.8196727431587667,1468.1151525740283,13.184152712870505,6.837597592105247,-3.17,61803960.562960245,8.451731319690708,10.633577208012662,22.07539213015781,0.0,26.006136875559,5.907179729351506,0.0,39.210834567547195,0.0,43.67639416492469,31.3880225608829,17.991538007507828,37.60070287959407,23.630506528217538,31.709742582020077,59.42050008255836,0.0,14.468216370033202,25.58550755919851,17.043725287883312,36.52867891392113,0.0,152.62999999999997,19.056471336613843,0.0,15.617555728959871,5.409283605791522,16.258962396334955,13.511722193069268,-2.008934122151564,-2.6974948805494474,5.7204748328763895,0.8045767309017946,2.0,1.0,2.0,15.0,1.0309700000000008,1.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C2(CCNC2)S1(=O)=O,7.71,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)C2(CCNC2)S(=O)(=O)N1,Train,32.23364029487301,7.908416106623375,3.2596229871875675,1.7730723609311,1198.3158499705398,10.281944962180232,6.287946459345148,-3.1199999999999997,14017408.885770492,7.4843030325007165,15.950365812018994,22.07539213015781,0.0,15.982845722151419,5.907179729351506,0.0,26.48782159192202,0.0,50.22115057083726,24.843266154970323,11.735768823996422,27.577411726186487,23.630506528217538,25.453973398508673,59.42050008255836,0.0,14.468216370033202,15.56221640579093,17.043725287883312,36.52867891392113,0.0,127.28,25.24677318806202,6.923737199690624,20.9343443329662,5.409283605791522,16.191784986364713,16.660874192859428,-1.3505130358374853,-2.292794873427279,6.104519887621664,2.0164361413326333,2.0,1.0,2.0,12.0,1.3589700000000007,1.0,2.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,8.5339,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)CS(=O)(=O)N1,Train,32.23338529937275,7.892988524130869,2.610507245852952,1.922145308690148,1058.9625777822405,8.540066574791458,4.376228852786557,-3.0799999999999996,1134703.9635404109,6.821360080394051,10.633577208012662,17.32836967694025,0.0,15.982845722151419,5.907179729351506,0.0,26.48782159192202,0.0,37.255572541998674,18.298509749057747,17.48862243074321,27.577411726186487,12.46266245207397,18.11731419343031,59.42050008255836,0.0,14.468216370033202,15.56221640579093,17.043725287883312,36.52867891392113,0.0,115.25,32.17051038775264,0.0,15.617555728959871,5.409283605791522,15.90246092185599,13.034132815497252,-1.2926605514795444,-2.795637562762504,5.959913619571132,1.455985011160877,1.0,1.0,1.0,11.0,1.6268700000000005,1.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(CC3CC3)C2)S1(=O)=O,7.2366,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)C2(CCN(CC3CC3)C2)S(=O)(=O)N1,Train,32.23364064212989,7.908417436183846,3.536737235118203,1.5425580712487017,1333.862214123737,12.283659199701045,7.695981862762283,-3.1199999999999997,134478463.3529168,8.47831040392966,15.53348693886314,22.07539213015781,0.0,15.982845722151419,5.907179729351506,0.0,26.48782159192202,0.0,68.98069986285067,31.3880225608829,11.735768823996422,27.577411726186487,36.47214977406956,31.99872980442125,59.42050008255836,0.0,14.468216370033202,15.56221640579093,22.961631334044704,36.52867891392113,0.0,118.48999999999998,25.24677318806202,6.923737199690624,20.51746545981035,5.409283605791522,18.499156232926524,13.948539932517102,-1.2742198283925479,-1.6672548850005773,6.247466581824117,3.139833095185382,2.0,1.0,2.0,12.0,2.481370000000001,1.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(CC3CCOC3)C2)S1(=O)=O,6.9245,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)C2(CCN(CC3CCOC3)C2)S(=O)(=O)N1,Train,32.23364082249289,7.908419236664372,3.554122909193489,1.5216556588958317,1368.4083805640603,12.569899022236761,8.023048816255908,-3.1599999999999997,344568974.6862156,9.543280510234652,20.27034989266319,22.07539213015781,0.0,15.982845722151419,5.907179729351506,0.0,26.48782159192202,0.0,62.55987823992466,37.99490452539582,18.34265078850934,27.577411726186487,30.051328151143547,45.212493733447076,59.42050008255836,0.0,14.468216370033202,20.299079359590976,22.961631334044704,36.52867891392113,0.0,127.72,25.24677318806202,6.923737199690624,20.51746545981035,10.146146559591571,18.50951904471791,13.989862246566688,-1.3561359661235306,-1.9754764232194542,6.21390698012531,4.1908662452659495,3.0,1.0,3.0,13.0,2.10787,1.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(CCC(F)(F)F)C2)S1(=O)=O,7.6576,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)C2(CCNC2)S(=O)(=O)N1,Train,32.23364092099232,7.908418193291579,3.2904839687524503,1.7434293875653164,1370.5885573381897,11.746493715796255,7.194165177858031,-3.329999999999999,154776481.89052615,9.449166214962398,15.53348693886314,22.07539213015781,0.0,15.982845722151419,5.907179729351506,6.176298517443475,26.48782159192202,13.171245143024459,50.22115057083726,31.3880225608829,18.15659044692243,27.577411726186487,36.22762666858702,31.99872980442125,59.42050008255836,0.0,27.63946151305766,15.56221640579093,17.043725287883312,36.52867891392113,0.0,118.48999999999998,23.95638106746432,0.0,15.617555728959871,5.409283605791522,17.623453684813263,13.498329992703761,-2.077570964329466,-2.782600255438952,5.625189614542848,0.5934977068633864,2.0,1.0,2.0,15.0,3.0237700000000025,1.0,3.0,3.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(Cc3ccccn3)C2)S1(=O)=O,7.4815,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)C2(CCN(Cc3ccccn3)C2)S(=O)(=O)N1,Train,32.23364087991376,7.908420370134557,3.3508033855099137,1.53909774981631,1538.8558031000593,12.136898186514257,7.594412700419144,-3.9699999999999993,515178943.62539905,9.648849537657474,10.633577208012662,22.07539213015781,0.0,15.982845722151419,5.907179729351506,0.0,26.48782159192202,0.0,55.809128301847906,44.12962253840855,17.42969681884488,27.577411726186487,30.175262934130114,25.453973398508673,89.51037285440475,0.0,14.468216370033202,22.106972811703503,17.043725287883312,60.924623690919034,0.0,131.38,25.24677318806202,19.18694783976531,20.60153424990708,5.409283605791522,22.736180076258186,13.964178539669334,-0.6901634006728559,-2.3336267427993374,11.64404136051157,2.4360944330538628,2.0,1.0,2.0,13.0,2.666570000000002,2.0,4.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(Cc3cccnc3)C2)S1(=O)=O,7.2676,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)C2(CCN(Cc3cccnc3)C2)S(=O)(=O)N1,Train,32.23364087987319,7.908420478840847,3.3508033855099137,1.53909774981631,1538.8558031000593,12.177096779300966,7.611633746304237,-3.9699999999999993,515178943.62539905,9.648849537657474,10.633577208012662,22.07539213015781,0.0,15.982845722151419,5.907179729351506,0.0,26.48782159192202,0.0,55.30621272508329,50.32646611002162,11.735768823996422,27.577411726186487,30.175262934130114,25.453973398508673,89.51037285440474,0.0,14.468216370033202,22.106972811703503,17.043725287883312,61.05510019407049,0.0,131.38,25.24677318806202,25.383791411378386,20.60153424990708,5.409283605791522,22.54866710546449,13.970513416212544,-0.5406613713939368,-2.3274620577059726,9.856181797911761,2.512429309597073,2.0,1.0,2.0,13.0,2.666570000000002,2.0,4.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(Cc3ccncc3)C2)S1(=O)=O,7.0757,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)C2(CCN(Cc3ccncc3)C2)S(=O)(=O)N1,Train,32.23364087987162,7.908420494178892,3.3508033855099137,1.53909774981631,1538.8558031000593,12.171285109864161,7.638197783584468,-3.9699999999999993,515178943.62539905,9.648849537657474,10.633577208012662,22.07539213015781,0.0,15.982845722151419,5.907179729351506,0.0,26.48782159192202,0.0,61.3725797935449,50.32646611002162,11.735768823996422,27.577411726186487,30.175262934130114,25.453973398508673,89.51037285440474,0.0,14.468216370033202,22.106972811703503,17.043725287883312,61.0551001940705,0.0,131.38,25.24677318806202,19.317424342916777,20.60153424990708,5.409283605791522,22.456297770939653,13.975206398271492,-0.48444764554547093,-2.3228020765194497,9.859752576949521,2.552014217634362,2.0,1.0,2.0,13.0,2.666570000000002,2.0,4.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(Cc3cncnc3)C2)S1(=O)=O,7.1549,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)C2(CCN(Cc3cncnc3)C2)S(=O)(=O)N1,Train,32.233640889148475,7.908420102739507,3.3508033855099137,1.53909774981631,1540.6223154817628,12.062549521615928,7.502891557962675,-4.039999999999999,515178943.62539905,9.609908873089577,10.633577208012662,28.402712204922352,0.0,15.982845722151419,5.907179729351506,0.0,36.455778633816436,0.0,43.67639416492469,55.889917601718615,11.735768823996422,27.577411726186487,30.175262934130114,25.453973398508673,83.70495879224605,0.0,14.468216370033202,22.106972811703503,17.043725287883312,55.249686131911815,0.0,144.26999999999998,31.57409326282656,19.317424342916777,25.585512770854287,5.409283605791522,26.404761425525113,13.942958829945837,-0.693109665143637,-2.3568394250817435,6.123860791479475,2.3820280750291714,2.0,1.0,2.0,14.0,2.0615700000000006,3.0,5.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(Cc3cnco3)C2)S1(=O)=O,7.2676,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)C2(CCN(Cc3cnco3)C2)S(=O)(=O)N1,Train,32.23364082298081,7.9084185252887655,3.554122909193489,1.5441111458419663,1500.4165848120097,11.783567095537709,7.345568995842374,-3.9099999999999997,344568974.6862156,9.130529228911529,15.05072814506601,27.83563954903225,6.393639498790523,15.982845722151419,5.907179729351506,0.0,31.47180011286923,0.0,43.67639416492469,31.3880225608829,24.477368801522072,27.577411726186487,30.175262934130114,25.453973398508673,77.7712305718364,0.0,14.468216370033202,22.106972811703503,17.043725287883312,53.53631292137807,0.0,144.51999999999998,31.640412686852542,13.1205807713037,20.60153424990708,9.826434542844869,22.183093165706136,13.890887308782679,-1.5085037951950375,-1.8203968461995341,6.09718545255373,2.2427333061957127,2.0,1.0,2.0,14.0,2.259570000000001,2.0,4.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(Cc3cnn(C)c3)C2)S1(=O)=O,6.821,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)C2(CCN(Cc3cn[nH]c3)C2)S(=O)(=O)N1,Train,32.233640891999144,7.908419987918112,3.511254085988073,1.5371218734454353,1561.4486999528585,12.338076068201042,7.647193245345454,-3.9099999999999997,475374856.36082643,9.377767921604647,10.633577208012662,22.07539213015781,0.0,15.982845722151419,5.907179729351506,0.0,26.48782159192202,5.098681808301038,43.67639416492469,56.74074601278273,17.932612395609496,27.577411726186487,30.175262934130114,25.453973398508673,77.3776387174815,0.0,14.468216370033202,29.154644794380694,17.043725287883312,48.92236605714727,0.0,136.30999999999997,25.24677318806202,24.850055689126076,20.71623753726091,5.409283605791522,18.42080407792087,18.146987554867273,-0.5406613713939368,-2.3274620577059726,6.15742039317828,2.512429309597073,2.0,1.0,2.0,14.0,2.005070000000001,3.0,5.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(Cc3cocn3)C2)S1(=O)=O,7.4815,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)C2(CCN(Cc3cocn3)C2)S(=O)(=O)N1,Train,32.23364082293044,7.908418592453556,3.554122909193489,1.5441111458419663,1500.4165848120097,11.795603290912512,7.351729951524239,-3.9099999999999997,344568974.6862156,9.130529228911529,15.05072814506601,28.338555125796866,6.393639498790523,15.982845722151419,5.907179729351506,0.0,31.47180011286923,0.0,43.67639416492469,37.932778966795475,17.42969681884488,27.577411726186487,30.175262934130114,25.453973398508673,77.77123057183641,0.0,14.468216370033202,22.106972811703503,17.043725287883312,53.602632345404054,0.0,144.51999999999998,37.9035756824916,6.923737199690624,20.60153424990708,9.826434542844869,22.40656520947814,13.894054747054282,-0.8816136190751847,-2.369453665133245,6.100483965245844,2.2809007444673166,2.0,1.0,2.0,14.0,2.259570000000001,2.0,4.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(S(=O)(=O)C3CC3)C2)S1(=O)=O,7.3872,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)C2(CCN(S(=O)(=O)C3CC3)C2)S(=O)(=O)N1,Train,32.235163231300675,7.914812322888052,3.6185918042134397,1.5802980989219846,1548.3705329442234,14.396033594356242,7.674084021324294,-3.17,293537272.2843509,8.675444185363212,10.633577208012662,22.07539213015781,0.0,26.006136875559,5.907179729351506,0.0,34.90561857625096,4.305215991296234,56.518037410776714,31.3880225608829,16.985706853978595,37.60070287959407,41.72208780405174,25.453973398508673,59.42050008255836,0.0,14.468216370033202,25.58550755919851,17.043725287883312,36.52867891392113,0.0,152.62999999999997,32.17051038775264,0.0,15.617555728959871,5.409283605791522,16.347931678985553,13.097388497743715,-1.963640107529863,-2.656341591556828,5.793291379687414,0.9171405064119988,2.0,1.0,2.0,15.0,1.5635700000000006,1.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(S(=O)(=O)CC3CCCO3)C2)S1(=O)=O,7.3768,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)C2(CCN(S(=O)(=O)CC3CCCO3)C2)S(=O)(=O)N1,Train,32.23509574088218,7.913034569918124,3.6013286737449697,1.5388737667139794,1600.6061007407143,14.865863076187456,8.182474141425123,-3.21,1115037636.2443542,10.25467537554966,15.370440161812711,22.07539213015781,0.0,26.006136875559,5.907179729351506,0.0,39.210834567547195,0.0,56.518037410776714,37.99490452539582,23.592588818491514,37.60070287959407,42.576116161817865,37.81370896976838,59.42050008255836,0.0,14.468216370033202,30.32237051299856,17.043725287883312,36.52867891392113,0.0,161.85999999999999,32.17051038775264,0.0,15.617555728959871,10.146146559591571,16.418397622471762,13.719404565506986,-2.0473420645268234,-3.003768125709693,5.76667378032573,1.2427118051376695,3.0,1.0,3.0,16.0,1.5801700000000007,1.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(S(=O)(=O)c3ccc(F)cc3)C2)S1(=O)=O,7.6021,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)C2(CCN(S(=O)(=O)c3ccccc3)C2)S(=O)(=O)N1,Train,32.23511758042683,7.913183727437213,3.4226106426340266,1.5852617119564034,1806.7317182660065,14.335616105540456,7.8199952595846,-4.019999999999999,1572706675.9626632,10.061039285026459,10.633577208012662,27.892612971203704,0.0,26.006136875559,5.907179729351506,0.0,39.29603362392578,4.305215991296234,67.94186243877112,31.3880225608829,16.631252299514195,37.60070287959407,28.525990003735313,25.453973398508673,89.50318919745072,0.0,18.858631417708022,25.58550755919851,22.860946128929207,65.68963066328534,0.0,152.62999999999997,19.056471336613843,0.0,15.617555728959871,5.409283605791522,16.145804410436558,13.623885035671321,-2.2658619663697737,-3.5160077529510083,9.65393940200555,0.4613093984867349,2.0,2.0,2.0,16.0,2.5993700000000013,1.0,3.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
