SMILES	pKi
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cnoc3C)CCN2)c1	7.2757
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3sc(C)nc3C)CCN2)c1	6.6198
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(C)(=O)=O)CCN2)c1	7.1367
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)[C@@H]2NC[C@@H](Cc3ccccc3)N(C)C2=O)c1	6.4949
CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](COc2cc(F)cc(F)c2)[C@@H](O)C[C@@H](OC)C(=O)NC2CC2)c1	6.6576
CCCN(c1cc(/C=C\C2CC2C)cc(-c2nnc([C@](C)([NH3+])Cc3ccccc3)o2)c1)S(C)(=O)=O	7.2848
CCCN1CCN[C@@H]([C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)N[C@H](C)c3ccccc3)cc(N(C)S(C)(=O)=O)c2)C1=O	7.6778
CCCNC(=O)N1CCC[C@H](C[C@@]2(CCC3CCCCC3)NC(=N)N(C)C2=O)C1	5.0706
CCCNC(=O)c1cc(C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NC(C)C)C(C)C)cc(N(C)S(C)(=O)=O)c1	7.2798
CCCNC(=O)c1cccc(C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NC(C)C)C(C)C)c1	6.1035
CCCNc1ccc2c(c1)[C@@]1(C)NC(=N)N(C)S(=O)(=O)[C@H]1CCO2	6.0372
CCCOc1ccc(-c2nnc(-c3cc(Cl)c([C@]4(C)CS(=O)(=O)N(C)C(=N)N4)s3)o2)cc1	7.0747
CCCOc1ccc(F)c([C@]23CO[C@@H](C4CC4)C[C@H]2C(=O)N(C)C(=N)N3)c1	7.1805
CCCOc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)ncc1F	9
CCC[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)C[C@H](NC(=O)CC(C)C)C(=O)O)C(=O)NCC(C)C	4.158
CCC[C@H](O)[C@H](NC[C@H](Cc1ccccc1)NC(=O)c1cc2c3c(c1)c(CC)cn3CC(C)(C)S(=O)(=O)N2C)C(=O)NCC(C)C	10.4437
CCC[C@H](O)[C@H](NC[C@H](Cc1ccccc1)NC(=O)c1cc2c3c(c1)c(CC)cn3CC1(CC1)S(=O)(=O)N2C)C(=O)NC(C)C	9.3279
CCC[C@H](O)[C@H](NC[C@H](Cc1ccccc1)NC(=O)c1cc2c3c(c1)c(CC)cn3CCS(=O)(=O)N2C)C(=O)NCC(C)C	9.3979
CCC[C@H]1CN(Cc2ccc(CN3C(=N)N[C@](CCC4CCCCC4)(CC4CCCCC4)C3=O)cc2)C(=O)N1	7.5686
CCCc1cnn(-c2ccc(-c3nccc4c(Cl)c([C@]5(C)CS(=O)(=O)N(C)C(=N)N5)sc34)c(F)c2)c1	6.5865
CCCc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3ccc(Cl)s3)C2)nc(OC)c1F	7.8239
CCN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CS1(=O)=NC	8
CCN=S1(=O)C[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)NC(=N)N1C	8.0969
CCNCC(=O)Nc1c(C)cc(CN=C(N)NC(=O)c2c(-c3ccc(OC)cc3)nsc2C)cc1Cl	7.699
CCNCC(=O)Nc1c(Cl)cc(CN=C(N)NC(=O)c2c(-c3ccc(OC)cc3)nsc2C)cc1Cl	8
CCN[S@@]1(O)C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)NC(=N)C1(C)C	8.3979
CCN[S@@]1(O)C[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)NC(=N)C1(C)C	8.3979
CCN[S@@]1(O)C[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)C1(C)C	7.7696
CCN[S@]1(O)C[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)NC(=N)C1(C)C	8.1549
CCNc1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cccc(C)c3)CCN2)cc(N(C)S(C)(=O)=O)c1	9
CCOCC(=O)Nc1ccc(F)c([C@]2(C)CS(=O)(=O)[C@]3(CCOC3)C(=N)N2)c1	5.3822
CCOCCCNC(=O)c1cc(NC(=O)Nc2cccc(Cl)c2)ccc1N(C)C	5.0088
CCOCc1cc(OC)nc(N2CC3C(c4ccccc4)(C2)NC(=N)N(C)S3(=O)=O)c1	7.2147
CCOc1cccc(-c2cccc(C3(c4ccccc4)N=C(N)N(C)C3=O)c2)c1	6.3372
CCOc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)ncc1F	9
CCOc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3ccc(C#N)s3)C2)nc(C)c1F	7.3188
CCOc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3)C2)nc(C)c1F	7.2291
CCOc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3)C2)nc(OC)c1F	6.8633
CCS(=O)(=O)N1CC[C@@]2(C1)[C@@](C)(c1cc(NC(=O)c3ccc(F)cn3)ccc1F)NC(=N)N(C)S2(=O)=O	8.699
CCS(=O)(=O)N1CC[C@@]2(C1)[C@@](C)(c1cc(NC(=O)c3ccc(OC)cn3)ccc1F)NC(=N)N(C)S2(=O)=O	9
CCS(=O)(=O)N1CC[C@]2(C1)[C@@](C)(c1cc(NC(=O)c3ccc(F)cn3)ccc1F)NC(=N)N(C)S2(=O)=O	7.3468
CCS(=O)(=O)N1CC[C@]2(C1)[C@@](C)(c1cc(NC(=O)c3ccc(OC)cn3)ccc1F)NC(=N)N(C)S2(=O)=O	7.4815
CCS(=O)(=O)[C@]1(C)CC[C@@](CF)(c2cc(NC(=O)c3cc4c(cn3)OC(F)(F)O4)ccc2F)N=C1N	9.6778
CCSc1nsc(NC(=O)Nc2cccc(C(C)=O)c2)n1	4.5406
CC[C@@]1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O	8.2291
CC[C@@]1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(OC)cn3)ccc2F)CS1(=O)=O	8.2518
CC[C@@]1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3cnc(OC)cn3)ccc2F)CS1(=O)=O	8.1675
CC[C@H](NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCC(C)C	7.5686
CC[C@]1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O	7.6478
CC[C@]1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(OC)cn3)ccc2F)CS1(=O)=O	7.5003
CC[C@]1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3cnc(OC)cn3)ccc2F)CS1(=O)=O	7.5482
CCc1cccc(NC(=O)c2cc(Cl)c([C@]3(C)CS(=O)(=O)C(C)(C)C(=N)N3)s2)n1	6.8716
CCc1cccc(NC(=O)c2cc(Cl)c([C@]3(C)CS(=O)(=O)C4(CC4)C(=N)N3)s2)n1	7.0555
CCc1cccc(NC(=O)c2cc(Cl)c([C@]3(C)CS(=O)(=O)C4(CCCCC4)C(=N)N3)s2)n1	6.1445
CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)[C@@H]4NCCN(Cc5ccccc5)C4=O)cc13)N(C)S(=O)(=O)C(C)(C)C2	7.1739
CCc1cn2c3c(cc(C(=O)N[C@H](CN[C@H](C(=O)NCC(C)C)[C@H](C)O)Cc4ccccc4)cc13)N(C)S(=O)(=O)C1(CC1)C2	8.1427
CCc1cn2c3c(cc(C(=O)N[C@H](CN[C@H](C(=O)NCC(C)C)[C@H](C)O)Cc4ccccc4)cc13)N(C)S(=O)(=O)CC2	8.1367
CCc1cncc(-c2cc(Cl)c([C@]3(C)CS(=O)(=O)[C@@]4(CCOC4)C(=N)N3)s2)c1	5.7506
CCc1cnn(-c2ccc(-c3nccc4c(Cl)c([C@]5(C)CS(=O)(=O)N(C)C(=N)N5)sc34)c(F)c2)c1	6.6409
CCc1nc(N2CC3C(c4ccccc4)(C2)NC(=N)N(C)S3(=O)=O)nc(OC)c1F	7.0862
CCc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)ncc1F	9
CCc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3ccc(Cl)s3)C2)nc(OC)c1F	7.9586
CCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)c(F)cc3F)C2)nc(OC)c1F	8.2518
CCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)nc(OC)c1F	8.1612
CCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)nc(OC)c1F	8.2147
CCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3F)C2)nc(OC)c1F	8.2757
CCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3)C2)nc(C)c1F	7.2147
CCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3)C2)nc(C2CC2)c1Cl	6.7447
CCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3)C2)nc(OC)c1F	7.7959
CN(C(=O)CCC(C1CCCCC1)N1Cc2cc(Oc3ccccc3)ccc2N=C1N)C1CCCCC1	7.5229
CN(C(=O)CCN1Cc2cc(C(=O)c3ccccc3)ccc2N=C1N)C1CCCCC1	6.0458
CN(C(=O)CC[C@@H](C1CCCCC1)N1Cc2cc(Oc3ccccc3)ccc2N=C1N)C1CCCCC1	7.8859
CN(C(=O)CC[C@@H](C1CCCOC1)N1Cc2cc(Oc3ccccc3)ccc2N=C1N)C1CCCCC1	6.9136
CN(C(=O)CC[C@@H](c1ccccc1)N1Cc2cc(Oc3ccccc3)ccc2N=C1N)C1CCCCC1	6.7852
CN(C(=O)OC[C@@H](C1CCCCC1)N1Cc2cc(Oc3ccccc3)ccc2N=C1N)C1CCCCC1	7.4202
CN(C(=O)OC[C@@H](C1CCCOC1)N1Cc2cc(Oc3ccccc3)ccc2N=C1N)C1CCCCC1	6.983
CN(C(=O)OC[C@@H](c1ccccc1)N1Cc2cc(Oc3ccccc3)ccc2N=C1N)C1CCCCC1	6.1062
CN(C(=O)c1cccc(CN2Cc3cc(Oc4ccccc4)ccc3N=C2N)c1)C1CCCCC1	6.8013
CN(C)c1ccc(NC(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1C(=O)NCCCN1CCOCC1	5.0915
CN(C)c1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@@H]2CN(Cc3ccccc3)C(=O)N2)c1	7.2924
CN(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CC(Cc3ccccc3)C(=O)N2)c1	5.5222
CN(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(CCOc3ccccc3)C(=O)N2)c1	5.4542
CN(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(CCc3ccccc3)C(=O)N2)c1	5.1675
CN(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(Cc3cc(F)c(F)cc3F)C(=O)N2)c1	6.585
CN(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(Cc3cc(F)cc(F)c3)C(=O)N2)c1	7.2757
CN(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(Cc3ccc(C(F)(F)F)cc3)C(=O)N2)c1	5.3048
CN(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(Cc3ccc(F)c(F)c3)C(=O)N2)c1	6.5654
CN(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(Cc3ccc(F)cc3)C(=O)N2)c1	6.0872
CN(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(Cc3ccc(F)cc3F)C(=O)N2)c1	6.062
CN(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(Cc3ccccc3)C(=O)N2)c1	6.5467
CN(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(Cc3ccccc3C(F)(F)F)C(=O)N2)c1	6.5735
CN(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3cc(Br)cc(Br)c3)C(=O)N2)c1	5.4559
CN(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3ccccc3)C(=O)N2)c1	5.0874
CN(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CNC(=O)N2)c1	4.7212
CN(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H]2CC(=O)N(Cc3ccccc3)C2)c1	5.6588
CN(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@]2(C)CN(Cc3ccccc3)C(=O)N2)c1	5.1695
CN(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@]2(Cc3ccccc3)CN(Cc3ccccc3)C(=O)N2)c1	5.3009
CN1/C(=N\C(=O)OC(C)(C)C)N[C@](C)(c2cc(-c3cccc(-c4ncco4)c3)ccc2F)CS1(=O)=O	5.7097
CN1/C(=N\C(=O)OC(C)(C)C)N[C@](C)(c2sc(-c3ncc(-c4ccccn4)[nH]3)cc2Cl)CS1(=O)=O	6.3279
CN1C(=N)NC2(c3cc(NC(=O)C(F)F)ccc3F)CCCC2S1(=O)=O	5.965
CN1C(=N)NC2(c3cc(NC(=O)c4ccc(Cl)cn4)ccc3F)CC2S1(=O)=O	5.5993
CN1C(=N)NC2(c3ccccc3F)COCC2S1(=O)=O	5.1054
CN1C(=N)N[C@@]2(CCCc3ccc(NC(=O)C(F)F)cc32)CS1(=O)=O	5.5891
CN1C(=N)N[C@@]2(CCCc3ccc(NC(=O)c4cc5ccccn5n4)cc32)CS1(=O)=O	5.8742
CN1C(=N)N[C@@]2(CCCc3ccc(NC(=O)c4ccc(C#N)cn4)cc32)CS1(=O)=O	7.7212
CN1C(=N)N[C@@]2(CCCc3ccc(NC(=O)c4ccc(C(F)(F)F)cn4)cc32)CS1(=O)=O	7.2596
CN1C(=N)N[C@@]2(CCCc3ccc(NC(=O)c4ccc(Cl)cn4)cc32)CS1(=O)=O	7.2366
CN1C(=N)N[C@@]2(CCCc3ccc(NC(=O)c4ccc(F)cn4)cc32)CS1(=O)=O	6.7167
CN1C(=N)N[C@@]2(CCCc3ccc(NC(=O)c4ccc(OC(F)(F)F)cn4)cc32)CS1(=O)=O	7.2596
CN1C(=N)N[C@@]2(CCCc3ccc(NC(=O)c4ccc(OC(F)F)cn4)cc32)CS1(=O)=O	7.2291
CN1C(=N)N[C@@]2(CCCc3ccc(NC(=O)c4ccc(OCF)cn4)cc32)CS1(=O)=O	7.1135
CN1C(=N)N[C@@]2(CCCc3ccc(NC(=O)c4ccn(C(F)F)n4)cc32)CS1(=O)=O	7.699
CN1C(=N)N[C@@]2(CCCc3ccc(NC(=O)c4cn5cc(C#N)ccc5n4)cc32)CS1(=O)=O	6.1965
CN1C(=N)N[C@@]2(CCCc3ccc(NC(=O)c4cnc(C(F)(F)F)cn4)cc32)CS1(=O)=O	6.5969
CN1C(=N)N[C@@]2(CCCc3ccc(NC(=O)c4cnc(OCC(F)(F)F)cn4)cc32)CS1(=O)=O	7.1427
CN1C(=N)N[C@@]2(CCCc3ccc(NC(=O)c4cnc(OCCF)cn4)cc32)CS1(=O)=O	6.5901
CN1C(=N)N[C@@]2(CCCc3ccc(NC(=O)c4cnsn4)cc32)CS1(=O)=O	6.5784
CN1C(=N)N[C@@]2(CCCc3ccc(NC(=O)c4ncc(C(F)(F)F)cn4)cc32)CS1(=O)=O	6.3298
CN1C(=N)N[C@@]2(CCCc3ccc(NC(=O)c4ncc(Cl)cc4F)cc32)CS1(=O)=O	7.2676
CN1C(=N)N[C@@]2(CCOc3ccc(NC(=O)C(F)F)cc32)CS1(=O)=O	5.643
CN1C(=N)N[C@@]2(CCOc3ccc(NC(=O)c4cc5ccccn5n4)cc32)CS1(=O)=O	5.8274
CN1C(=N)N[C@@]2(CCOc3ccc(NC(=O)c4ccc(C(F)(F)F)cn4)cc32)CS1(=O)=O	7.1135
CN1C(=N)N[C@@]2(CCOc3ccc(NC(=O)c4ccc(Cl)cn4)cc32)CS1(=O)=O	7.1549
CN1C(=N)N[C@@]2(CCOc3ccc(NC(=O)c4ccc(F)cn4)cc32)CS1(=O)=O	6.6882
CN1C(=N)N[C@@]2(CCOc3ccc(NC(=O)c4ccc(OC(F)(F)F)cn4)cc32)CS1(=O)=O	7.284
CN1C(=N)N[C@@]2(CCOc3ccc(NC(=O)c4ccc(OC(F)F)cn4)cc32)CS1(=O)=O	7.3565
CN1C(=N)N[C@@]2(CCOc3ccc(NC(=O)c4ccc(OCF)cn4)cc32)CS1(=O)=O	7.041
CN1C(=N)N[C@@]2(CCOc3ccc(NC(=O)c4ccn(C(F)F)n4)cc32)CS1(=O)=O	7.699
CN1C(=N)N[C@@]2(CCOc3ccc(NC(=O)c4cn5cc(C#N)ccc5n4)cc32)CS1(=O)=O	6.219
CN1C(=N)N[C@@]2(CCOc3ccc(NC(=O)c4cnc(C(F)(F)F)cn4)cc32)CS1(=O)=O	6.5186
CN1C(=N)N[C@@]2(CCOc3ccc(NC(=O)c4cnc(OCC(F)(F)F)cn4)cc32)CS1(=O)=O	7.1549
CN1C(=N)N[C@@]2(CCOc3ccc(NC(=O)c4cnc(OCCF)cn4)cc32)CS1(=O)=O	6.6402
CN1C(=N)N[C@@]2(CCOc3ccc(NC(=O)c4cnsn4)cc32)CS1(=O)=O	6.6198
CN1C(=N)N[C@@]2(CCOc3ccc(NC(=O)c4ncc(C(F)(F)F)cn4)cc32)CS1(=O)=O	6.2373
CN1C(=N)N[C@@]2(CCOc3ccc(NC(=O)c4ncc(Cl)cc4F)cc32)CS1(=O)=O	7.3098
CN1C(=N)N[C@@]2(COCc3ccc(NC(=O)c4ccc(Cl)cn4)cc32)CS1(=O)=O	6.5654
CN1C(=N)N[C@@]2(c3cc(-c4cc(F)cc(C#N)c4)cs3)CN(c3ncc(F)cn3)C[C@H]2C1=O	8.699
CN1C(=N)N[C@@]2(c3cc(-c4cc(F)cc(F)c4)cs3)CN(c3ncc(F)cn3)C[C@H]2C1=O	8
CN1C(=N)N[C@@]2(c3cc(-c4ccc(Cl)c(C#N)c4)cs3)CN(c3ncc(F)cn3)C[C@H]2C1=O	8
CN1C(=N)N[C@@]2(c3cc(-c4ccc(F)c(C#N)c4)cs3)CN(c3ncc(F)cn3)C[C@H]2C1=O	8.3979
CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ncc(F)c(N4CCCC4)n3)C[C@H]2C1=O	8.5229
CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ncc(F)c(N4CCOCC4)n3)C[C@H]2C1=O	9
CN1C(=N)N[C@@]2(c3cc(-c4cccc(Cl)c4)cs3)CN(c3ncc(F)cn3)C[C@H]2C1=O	9
CN1C(=N)N[C@@]2(c3cc(-c4cncnc4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	6.8665
CN1C(=N)N[C@@]2(c3cc(Br)ccc3F)COCC[C@H]2C1=O	5.9201
CN1C(=N)N[C@@]2(c3cc(Br)ccc3F)CO[C@@H](c3ccc(F)cc3)C[C@H]2C1=O	7.2182
CN1C(=N)N[C@@]2(c3cc(Br)cs3)CN(c3ncc(F)cn3)C[C@H]2C1=O	7
CN1C(=N)N[C@@]2(c3cc(C#N)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	6.6861
CN1C(=N)N[C@@]2(c3cc(NC(=O)c4ccc(C#N)cn4)ccc3F)CCC[C@H]2S1(=O)=O	8.3979
CN1C(=N)N[C@@]2(c3cc(NC(=O)c4ccc(C(F)(F)F)cn4)ccc3F)COC[C@H]2S1(=O)=O	8.0092
CN1C(=N)N[C@@]2(c3cc(NC(=O)c4ccc(Cl)cn4)ccc3F)CCC[C@H]2S1(=O)=O	8.5229
CN1C(=N)N[C@@]2(c3cc(NC(=O)c4ccc(Cl)cn4)ccc3F)COC[C@H]2S1(=O)=O	8.295
CN1C(=N)N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)CCC[C@H]2S1(=O)=O	8
CN1C(=N)N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COC[C@H]2S1(=O)=O	7.8861
CN1C(=N)N[C@@]2(c3cc(NC(=O)c4ccc(OC(F)F)cn4)ccc3F)CCC[C@H]2S1(=O)=O	8.3979
CN1C(=N)N[C@@]2(c3cc(NC(=O)c4cnc(C(F)(F)F)cn4)ccc3F)CCC[C@H]2S1(=O)=O	7.6021
CN1C(=N)N[C@@]2(c3cc(NC(=O)c4cnc(C(F)(F)F)cn4)ccc3F)COC[C@H]2S1(=O)=O	7.5467
CN1C(=N)N[C@@]2(c3cc(NC(=O)c4cnc(C(F)F)cn4)ccc3F)COC[C@H]2S1(=O)=O	7.5654
CN1C(=N)N[C@@]2(c3cc(NC(=O)c4cnc(OCC(F)(F)F)cn4)ccc3F)CCC[C@H]2S1(=O)=O	8.1549
CN1C(=N)N[C@@]2(c3cc(NC(=O)c4cnc(OCCF)cn4)ccc3F)CCC[C@H]2S1(=O)=O	7.7447
CN1C(=N)N[C@@]2(c3cc(NC(=O)c4ncc(Cl)cc4F)ccc3F)CCC[C@H]2S1(=O)=O	8.3979
CN1C(=N)N[C@@]2(c3cc(NC(=O)c4ncc(F)cc4F)ccc3F)CCC[C@H]2S1(=O)=O	7.6576
CN1C(=N)N[C@@]2(c3cc(NC(=O)c4nccc5cc(Br)cnc45)ccc3F)CCC[C@H]2S1(=O)=O	8.3979
CN1C(=N)N[C@@]2(c3cc(Nc4nccc5cc(Br)cnc45)ccc3F)CCC[C@H]2S1(=O)=O	8.3979
CN1C(=N)N[C@@]2(c3cc(Nc4ncnc5cc(Br)cnc45)ccc3F)CCC[C@H]2S1(=O)=O	8.2218
CN1C(=N)N[C@@]2(c3cc(O)ccc3F)CO[C@@H](c3ccc(F)cc3)C[C@H]2C1=O	7.1549
CN1C(=N)N[C@@]2(c3cc(OC4CC(F)(F)C4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	7.3665
CN1C(=N)N[C@@]2(c3cc(OCC(F)(F)F)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	6.1965
CN1C(=N)N[C@@]2(c3cc(OCC(F)F)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	7.3979
CN1C(=N)N[C@@]2(c3cc(OCC45CC(C#N)(C4)C5)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	8.0458
CN1C(=N)N[C@@]2(c3cc(OCC45CC(C4)C5)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	7.6778
CN1C(=N)N[C@@]2(c3cc(OCC4CC(F)(F)C4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	7.2596
CN1C(=N)N[C@@]2(c3cc(OCC4CC4(F)F)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	7.5086
CN1C(=N)N[C@@]2(c3cc(OCC4CC4)ccc3F)COCC[C@H]2C1=O	7.3565
CN1C(=N)N[C@@]2(c3cc(OCC4CC4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	7.9586
CN1C(=N)N[C@@]2(c3cc(OCC4CC4)ccc3F)CO[C@@H](c3ccc(F)cc3)C[C@H]2C1=O	8.4949
CN1C(=N)N[C@@]2(c3cc(OCC4CCC4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	7.5229
CN1C(=N)N[C@@]2(c3cc(Oc4cc(-n5cccn5)ccn4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	8.0458
CN1C(=N)N[C@@]2(c3cc(Oc4cc(-n5cccn5)ncn4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	7.284
CN1C(=N)N[C@@]2(c3cc(Oc4cc(C#N)ccn4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	8.699
CN1C(=N)N[C@@]2(c3cc(Oc4cccc(-c5cocn5)c4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	7.8861
CN1C(=N)N[C@@]2(c3cc(Oc4cccc(-n5cccn5)n4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	8.6576
CN1C(=N)N[C@@]2(c3cc(Oc4cccc(C#N)c4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	7.5686
CN1C(=N)N[C@@]2(c3cc(Oc4ccnc(-n5cncn5)c4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	7.3665
CN1C(=N)N[C@@]2(c3cc(Oc4ccnc(C(F)F)c4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	7.2218
CN1C(=N)N[C@@]2(c3cc(Oc4ccncc4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	7.2676
CN1C(=N)N[C@@]2(c3cc(Oc4ccnnc4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	6.9747
CN1C(=N)N[C@@]2(c3cc(Oc4cncc(C#N)c4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	8
CN1C(=N)N[C@@]2(c3cc(Oc4cncc(C(F)F)n4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	7.7959
CN1C(=N)N[C@@]2(c3cc(Oc4cnccn4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	7.8861
CN1C(=N)N[C@@]2(c3cc(Oc4ncc(F)cc4F)ccc3F)CO[C@@H](C(F)F)C[C@H]2C1=O	7.3872
CN1C(=N)N[C@@]2(c3cc(Oc4ncc(F)cc4F)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	7.9586
CN1C(=N)N[C@@]2(c3cc(Oc4ncccc4F)ccc3F)COCC[C@H]2C1=O	7.5686
CN1C(=N)N[C@@]2(c3cc(Oc4ncccc4F)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	8.699
