SMILES	pKi
CC1(C)C(=N)N[C@](C)(c2cc(NC(=N)c3ncc(F)cc3F)ccc2F)CS1(=O)=O	6.0048
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)C(F)F)cc(F)c2F)CS1(=O)=O	6.6326
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)C(F)F)ccc2F)CS1(=O)=O	6.71
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)C3(C#N)CC3)cc(F)c2F)CS1(=O)=O	6.3143
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)C3(C#N)CC3)ccc2F)CS1(=O)=O	6.6778
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)C3CC3)ccc2F)CS1(=O)=O	6.4449
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)C3CCC3(F)F)cc(F)c2F)CS1(=O)=O	6.2147
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)C3CCC3(F)F)ccc2F)CS1(=O)=O	6.5243
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)C3CCC3)cc(F)c2F)CS1(=O)=O	6.1421
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)C3CCC3)ccc2F)CS1(=O)=O	6.3224
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)C3CCOCC3)ccc2F)CS1(=O)=O	5.0663
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)CC(F)(F)F)cc(F)c2F)CS1(=O)=O	6.153
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)CC(F)(F)F)ccc2F)CS1(=O)=O	6.1785
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)CC3CC3)cc(F)c2F)CS1(=O)=O	5.8745
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)CC3CC3)ccc2F)CS1(=O)=O	6.0386
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)Cc3ncccn3)cc(F)c2F)CS1(=O)=O	5.1503
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)[C@H]3CCCO3)cc(F)c2F)CS1(=O)=O	6.6615
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)[C@H]3CCCO3)ccc2F)CS1(=O)=O	6.7645
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)cc(F)c2F)CS1(=O)=O	8.2218
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(C(F)(F)F)cn3)cc(Cl)c2F)CS1(=O)=O	8.0177
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(C(F)(F)F)cn3)cc(F)c2F)CS1(=O)=O	7.6021
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(C(F)(F)F)cn3)ccc2F)CS1(=O)=O	9.1549
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cc3)cc(F)c2F)CS1(=O)=O	7.6576
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cc3)ccc2F)CS1(=O)=O	7.7212
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)cc(Cl)c2F)CS1(=O)=O	8.4815
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)CS1(=O)=O	8.3665
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CS1(=O)=O	9
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[S@@]1(O)NCC1CC1	8.3979
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[S@@]1(O)NCCF	8.5229
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[S@]1(O)NCC1CC1	8.5229
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[S@]1(O)NCCF	8.5229
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cc3F)ccc2F)CS1(=O)=O	7.9586
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)cc(Cl)c2F)CS1(=O)=O	8.2007
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)cc(F)c2F)CS1(=O)=O	8.0132
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O	8.9208
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)CS1(=O)=O	9.2218
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccn(C(F)F)n3)ccc2F)CS1(=O)=O	9.2218
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccno3)cc(F)c2F)CS1(=O)=O	6.767
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccno3)ccc2F)CS1(=O)=O	7.0862
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3cnc(C(F)(F)F)cn3)ccc2F)CS1(=O)=O	9.1549
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3cnc(C(F)F)cn3)cc(F)c2F)CS1(=O)=O	8.2757
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3cnc(C(F)F)cn3)ccc2F)CS1(=O)=O	8.4437
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3cnc(O)cn3)ccc2F)CS1(=O)=O	7.8861
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3cnc(OCC4CC4)cn3)ccc2F)CS1(=O)=O	8.585
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3cocn3)cc(F)c2F)CS1(=O)=O	7.3768
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3cocn3)ccc2F)CS1(=O)=O	7.4089
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ncc(Cl)cc3F)ccc2F)CS1(=O)=O	9.2218
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ncc(F)cc3F)cc(F)c2F)CS1(=O)=O	7.6778
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ncc(F)cc3F)ccc2F)CS1(=O)=O	9.0458
CC1(C)C(=N)N[C@](C)(c2cc(Nc3noc4cc(F)cnc34)ccc2F)CS1(=O)=O	7.6576
CC1(C)C(=N)N[C@](C)(c2cccc(Cl)c2F)CS1(=O)=O	5.8539
CC1(C)C(=N)N[C@](C)(c2nc(-c3ccc(C#N)s3)ccc2F)CS1(=O)=O	5.4453
CC1(C)C(=N)N[C@](C)(c2nc(-c3cccc(C#N)c3)ccc2F)CS1(=O)=O	5.3048
CC1(C)C(=N)N[C@](C)(c2nc(N)ccc2F)CS1(=O)=O	5.2076
CC1(C)C(=N)N[C@](C)(c2nc(NC(=O)c3ccc(C#N)cn3)ccc2F)CS1(=O)=O	8.3979
CC1(C)C(=N)N[C@](C)(c2nc(NC(=O)c3ccc(C(F)(F)F)cn3)ccc2F)CS1(=O)=O	7.5901
CC1(C)C(=N)N[C@](C)(c2nc(NC(=O)c3ccc(Cl)cn3)ccc2F)CS1(=O)=O	7.8633
CC1(C)C(=N)N[C@](C)(c2nc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O	7.3188
CC1(C)C(=N)N[C@](C)(c2nc(NC(=O)c3ccncn3)ccc2F)CS1(=O)=O	6.9974
CC1(C)C(=N)N[C@](C)(c2nc(NC(=O)c3cnc(Br)cn3)ccc2F)CS1(=O)=O	7.6635
CC1(C)C(=N)N[C@](C)(c2nc(NC(=O)c3cnc(C(F)F)cn3)ccc2F)CS1(=O)=O	7.5751
CC1(C)C(=N)N[C@](C)(c2nc(Nc3cccc(Cl)c3F)ccc2F)CS1(=O)=O	5.4951
CC1(C)C(=N)N[C@](C)(c2nc3ccc(-c4ccc(F)cc4)cc3s2)CS1(=O)=O	5.6328
CC1(C)C(=N)N[C@](C)(c2nc3ccc(-c4cccc(C#N)c4)cc3s2)CS1(=O)=O	5.6229
CC1(C)C(=N)N[C@](C)(c2nc3ccc(-c4ccccc4)cc3s2)CS1(=O)=O	5.6434
CC1(C)C(=N)N[C@](C)(c2nc3ccc(-c4cccnc4)cc3s2)CS1(=O)=O	5.4707
CC1(C)C(=N)N[C@](C)(c2sc(-c3cc(Cl)cc(C#N)c3)cc2Cl)CS1(=O)=O	7.1878
CC1(C)C(=N)N[C@](C)(c2sc(-c3cc(F)cc(-c4cnco4)c3)cc2Cl)CS1(=O)=O	7.5834
CC1(C)C(=N)N[C@](C)(c2sc(-c3cc(F)cc(-c4cnco4)c3)cc2F)CS1(=O)=O	7.585
CC1(C)C(=N)N[C@](C)(c2sc(-c3cc(F)cc(-c4nnco4)c3)cc2Cl)CS1(=O)=O	7.8125
CC1(C)C(=N)N[C@](C)(c2sc(-c3cc(F)cc(-c4nnco4)c3)cc2F)CS1(=O)=O	8.0269
CC1(C)C(=N)N[C@](C)(c2sc(-c3cc(F)cc(F)c3)cc2Cl)CS1(=O)=O	6.7683
CC1(C)C(=N)N[C@](C)(c2sc(-c3cc4ccccc4s3)cc2Cl)CS1(=O)=O	5.9266
CC1(C)C(=N)N[C@](C)(c2sc(-c3ccc(C#N)c(C(F)(F)F)c3)cc2Cl)CS1(=O)=O	6.5358
CC1(C)C(=N)N[C@](C)(c2sc(-c3ccc(F)c(C#N)c3)cc2Cl)CS1(=O)=O	5.2885
CC1(C)C(=N)N[C@](C)(c2sc(-c3ccc(F)c(C(F)(F)F)c3)cc2Cl)CS1(=O)=O	6.7645
CC1(C)C(=N)N[C@](C)(c2sc(-c3ccc4ncnn4c3)cc2Cl)CS1(=O)=O	6.5277
CC1(C)C(=N)N[C@](C)(c2sc(-c3ccc4nncn4c3)cc2Cl)CS1(=O)=O	5.5964
CC1(C)C(=N)N[C@](C)(c2sc(-c3cccc(-c4ccno4)c3)cc2Cl)CS1(=O)=O	7.1918
CC1(C)C(=N)N[C@](C)(c2sc(-c3cccc(-c4cnco4)c3)cc2Cl)CS1(=O)=O	7.8928
CC1(C)C(=N)N[C@](C)(c2sc(-c3cccc(-c4ncon4)c3)cc2F)CS1(=O)=O	7
CC1(C)C(=N)N[C@](C)(c2sc(-c3cccc(-c4nnco4)c3)cc2Cl)CS1(=O)=O	8.0862
CC1(C)C(=N)N[C@](C)(c2sc(-c3cccc(-c4nnco4)c3)cc2F)CS1(=O)=O	7.9586
CC1(C)C(=N)N[C@](C)(c2sc(-c3cccc(-n4nccn4)c3)cc2Cl)CS1(=O)=O	7.308
CC1(C)C(=N)N[C@](C)(c2sc(-c3cccc(C#N)c3)cc2F)CS1(=O)=O	7.1192
CC1(C)C(=N)N[C@](C)(c2sc(-c3cccc(C#N)c3F)cc2Cl)CS1(=O)=O	6.3975
CC1(C)C(=N)N[C@](C)(c2sc(-c3cccc(C(F)(F)F)c3)cc2Cl)CS1(=O)=O	7.1278
CC1(C)C(=N)N[C@](C)(c2sc(-c3cccc(OC(F)(F)F)c3)cc2Cl)CS1(=O)=O	7.1494
CC1(C)C(=N)N[C@](C)(c2sc(-c3cccc(OC(F)F)c3)cc2Cl)CS1(=O)=O	7.1765
CC1(C)C(=N)N[C@](C)(c2sc(-c3ccn4ncnc4c3)cc2Cl)CS1(=O)=O	6.564
CC1(C)C(=N)N[C@](C)(c2sc(-c3ccnc(C4CC4)c3)cc2F)CS1(=O)=O	6.1785
CC1(C)C(=N)N[C@](C)(c2sc(-c3cn4ccccc4n3)cc2Cl)CS1(=O)=O	5.6119
CC1(C)C(=N)N[C@](C)(c2sc(-c3cn4ccsc4n3)cc2Cl)CS1(=O)=O	5.58
CC1(C)C(=N)N[C@](C)(c2sc(-c3cnc(-c4ccc(F)cc4)o3)cc2Cl)CS1(=O)=O	7.1463
CC1(C)C(=N)N[C@](C)(c2sc(-c3cncc(-c4cnco4)c3)cc2Cl)CS1(=O)=O	7.6517
CC1(C)C(=N)N[C@](C)(c2sc(-c3cncc(-c4ncco4)c3)cc2Cl)CS1(=O)=O	7.3526
CC1(C)C(=N)N[C@](C)(c2sc(-c3cncc(-c4nnco4)c3)cc2F)CS1(=O)=O	7.8539
CC1(C)C(=N)N[C@](C)(c2sc(-c3cncc(C#N)c3)cc2Cl)CS1(=O)=O	7.2007
CC1(C)C(=N)N[C@](C)(c2sc(-c3cncc(C#N)c3)cc2F)CS1(=O)=O	6.9914
CC1(C)C(=N)N[C@](C)(c2sc(-c3cncc(Cl)c3)cc2Cl)CS1(=O)=O	7.0353
CC1(C)C(=N)N[C@](C)(c2sc(-c3cncnc3)cc2Cl)CS1(=O)=O	6.4123
CC1(C)C(=N)N[C@](C)(c2sc(-c3cnn4c3CCC4)cc2Cl)CS1(=O)=O	5.2725
CC1(C)C(=N)N[C@](C)(c2sc(-c3coc(-c4ccc(F)cc4)n3)cc2Cl)CS1(=O)=O	5.9547
CC1(C)C(=N)N[C@](C)(c2sc(-c3csc4ccccc34)cc2Cl)CS1(=O)=O	5.6925
CC1(C)C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(C#N)cc4)o3)cc2Cl)CS1(=O)=O	7.308
CC1(C)C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(C#N)cc4)o3)cc2F)CS1(=O)=O	7.3107
CC1(C)C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(Cl)cc4)o3)cc2Cl)CS1(=O)=O	7.4449
CC1(C)C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(Cl)cc4)o3)cc2F)CS1(=O)=O	7.51
CC1(C)C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(F)cc4)o3)cc2Cl)CS1(=O)=O	6.9901
CC1(C)C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(F)cc4)o3)cc2F)CS1(=O)=O	7.1007
CC1(C)C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccccc4)o3)cc2Cl)CS1(=O)=O	6.5889
CC1(C)C(=N)N[C@](C)(c2sc(Br)cc2Cl)CS1(=O)=O	5.8239
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)NCC3CCC3)cc2Cl)CS1(=O)=O	6.0376
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)NCc3cc(Cl)ccn3)cc2Cl)CS1(=O)=O	5.565
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)NCc3ccc(C#N)cc3)cc2Cl)CS1(=O)=O	5.9863
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)NCc3ccc(C(F)(F)F)cn3)cc2Cl)CS1(=O)=O	5.7447
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)NCc3ccc(Cl)cc3)cc2Cl)CS1(=O)=O	6.0639
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)NCc3ccc(F)cc3)cc2Cl)CS1(=O)=O	6.1232
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)NCc3ccc4cnccc4c3)cc2Cl)CS1(=O)=O	5.334
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)NCc3cccc(-c4ccon4)c3)cc2Cl)CS1(=O)=O	6.1332
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)NCc3cccc(Cl)c3)cc2Cl)CS1(=O)=O	5.8959
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)NCc3cccc(F)c3)cc2Cl)CS1(=O)=O	5.9352
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)NCc3ccccc3Cl)cc2Cl)CS1(=O)=O	5.7905
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)NCc3ccncn3)cc2Cl)CS1(=O)=O	5.5047
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)NCc3ccsn3)cc2Cl)CS1(=O)=O	6.5349
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)NCc3cnn4ccccc34)cc2Cl)CS1(=O)=O	6.8945
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)NCc3cnoc3)cc2Cl)CS1(=O)=O	6.4454
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)NCc3cnsn3)cc2Cl)CS1(=O)=O	6.7314
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)NCc3ncc(F)cc3Cl)cc2Cl)CS1(=O)=O	5.9296
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)NCc3ncccc3Cl)cc2Cl)CS1(=O)=O	5.8526
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)NCc3ncccn3)cc2Cl)CS1(=O)=O	5.4541
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)Nc3cccc(C(F)(F)F)n3)cc2Cl)CS1(=O)=O	6.757
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)Nc3cccc(Cl)n3)cc2Cl)CS1(=O)=O	7.5702
CC1(C)C(=N)N[C@](C)(c2sc(C(=O)Nc3cccc(F)n3)cc2Cl)CS1(=O)=O	6.5764
CC1(C)C(=N)N[C@](C)(c2sc(N3Cc4cc(F)ccc4C3=O)cc2Cl)CS1(=O)=O	5.2164
CC1(C)C(N)=N[C@@]2(CCOc3ccc(NC(=O)c4ccc(C#N)cn4)cc32)CS1(=O)=O	8.5229
CC1(C)C[C@@H]2[C@](c3cc(OC4CCC4)ccc3F)(CO1)NC(=N)C(C)(C)S2(=O)=O	6.7375
CC1(C)C[C@@H]2[C@](c3cc(OCC4CC4)ccc3F)(CO1)NC(=N)C(C)(C)S2(=O)=O	6.9208
CC1(C)C[C@@H]2[C@](c3cc(Oc4cc(C#N)ccn4)ccc3F)(CO1)NC(=N)C(C)(C)S2(=O)=O	7.4711
CC1(C)C[C@@H]2[C@](c3cc(Oc4cc(F)cnc4F)ccc3F)(CO1)NC(=N)C(C)(C)S2(=O)=O	8.0132
CC1(C)C[C@@H]2[C@](c3cc(Oc4ncc(F)cc4F)ccc3F)(CO1)NC(=N)C(C)(C)S2(=O)=O	7.2741
CC1(C)C[C@@H]2[C@](c3cc(Oc4ncccc4F)ccc3F)(CO1)NC(=N)C(C)(C)S2(=O)=O	7.6498
CC1(C)C[C@@H]2[C@](c3ccccc3F)(CO1)NC(=N)C(C)(C)S2(=O)=O	6.5229
CC1(C)Oc2ccc(-c3cc(F)cc(Cl)c3)cc2C2(COC(N)=N2)C12COC2	6.7258
CC1(C)Oc2ccc(-c3cccc(Cl)c3)cc2C2(COC(N)=N2)C12COC2	6.6676
CC1(C)Oc2ccc(-c3cncnc3)cc2C2(COC(N)=N2)C12COC2	6.8633
CC1(C)Oc2ccc(NC(=O)c3ccc(Br)cn3)cc2[C@@]2(COC(N)=N2)C12COC2	7.9914
CC1(C)Oc2ccc(NC(=O)c3ccc(C#N)cn3)cc2C2(COC(N)=N2)C12COC2	7.1427
CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2C2(COC(N)=N2)C12COC2	7.4179
CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2[C@@]2(COC(N)=N2)C12CC2	7.4225
CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2[C@@]2(COC(N)=N2)C12COC2	7.9872
CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2[C@]2(COC(N)=N2)C12COC2	4.52
CC1(C)Oc2ccc(NC(=O)c3ccc(F)cn3)cc2C2(COC(N)=N2)C12COC2	6.9318
CC1(C)Oc2ccc(NC(=O)c3ccc(F)cn3)cc2[C@@]2(COC(N)=N2)C12CC2	7.0386
CC1(C)Oc2ccc(NC(=O)c3cnc(C(F)F)cn3)cc2[C@@]2(COC(N)=N2)C12CC2	7.2782
CC1(C)Oc2ccc(NC(=O)c3ncc(Br)cn3)cc2C2(COC(N)=N2)C12COC2	7.0783
CC1(C)Oc2ccc(NC(=O)c3ncc(Cl)cc3F)cc2C2(COC(N)=N2)C12COC2	7.2882
CC1(CC(F)(F)F)C(=N)N[C@](C)(c2sc(-c3ccc(F)c(C#N)c3)cc2F)CS1(=O)=O	7.4559
CC1(N)C(=N)N[C@](C)(c2nc(NC(=O)c3ccc(C#N)cn3)ccc2F)CS1(=O)=O	8.1549
CC1(c2sc(-c3cncc(C#N)c3)cc2Cl)CS(=O)(=O)[C@@]2(CCOC2)C(=N)N1	6.7167
CC1(c2sc(-c3cncc(C#N)c3)cc2Cl)CS(=O)(=O)[C@]2(CCOC2)C(=N)N1	7.1733
CC1=NOC(CNC(=O)c2cc(Cl)c([C@]3(C)CS(=O)(=O)C(C)(C)C(=N)N3)s2)C1	6.2105
CC1CN=C(c2ccc(-c3cc(Cl)c([C@]4(C)CS(=O)(=O)N(C)C(=N)N4)s3)[nH]2)O1	7.0605
CCC(=O)Nc1c(C)cc(CN=C(N)NC(=O)c2c(-c3ccc(OC)cc3)noc2C)cc1Cl	7.3979
CCC(=O)Nc1cc(F)c(F)c([C@]2(C)CS(=O)(=O)C(C)(C)C(=N)N2)c1	6.3675
CCC(=O)Nc1ccc(F)c([C@]2(C)CS(=O)(=O)C(C)(C)C(=N)N2)c1	6.2832
CCC(=O)Nc1ccc(F)c([C@]2(C)CS(=O)(=O)[C@]3(CCOC3)C(=N)N2)c1	6.0227
CCC/C=C/c1cc(Cl)cc(CN=C(N)NC(=O)c2c(-c3ccc(OC)cc3)noc2C)c1	6.0706
CCC1(c2cccc(-c3cccc(Cl)c3)c2)N=C(N)N(C)C1=O	6.3468
CCC1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O	7.4815
CCCC(O)C(NCC(O)C(Cc1ccccc1)NC(=O)c1cc(C)cc(C(=O)N(C)C(C)c2ccccc2)c1)C(=O)NCC(C)C	6.2491
CCCC(O)C(NCC(O)C(Cc1ccccc1)NC(=O)c1cc(C)cc(C(=O)N2CCCC2OC)c1)C(=O)NCC(C)C	8.1831
CCCC(O)C(NCC(O)C(Cc1ccccc1)NC(=O)c1cccc(C(=O)N(C)C(C)c2ccccc2)c1)C(=O)NCC(C)C	5.2803
CCCC(O)C(NCC(O)C(Cc1ccccc1)NC(=O)c1cccc(C(=O)N2CCCC2OC)c1)C(=O)NCC(C)C	6.5735
CCCCC(=O)N1CCC[C@@H](C[C@@]2(CCC3CCCCC3)NC(=N)N(C)C2=O)C1	4.7696
CCCCC(=O)N1CCC[C@H](C[C@@]2(CCC3CCCCC3)NC(=N)N(C)C2=O)C1	5.4949
CCCCC(=O)N1CC[C@@H](C[C@@]2(CCC3CCCCC3)NC(=N)N(C)C2=O)C1	4.7595
CCCCC(=O)N1CC[C@H](C[C@@]2(CCC3CCCCC3)NC(=N)N(C)C2=O)C1	6.3098
CCCCCN1CCC[C@H](C[C@@]2(CCC3CCCCC3)NC(=N)N(C)C2=O)C1	5.1192
CCCCCOc1ccc(-c2nnc(-c3cc(Cl)c([C@]4(C)CS(=O)(=O)N(C)C(=N)N4)s3)o2)cc1	6.7956
CCCCN1CC(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cccc(C)c3)CCN2)CC1=O	7.8539
CCCCN1CC[C@@]2(C1)[C@@](C)(c1cc(NC(=O)c3ccc(F)cn3)ccc1F)NC(=N)N(C)S2(=O)=O	8.699
CCCCN1CC[C@]2(C1)[C@@](C)(c1cc(NC(=O)c3ccc(F)cn3)ccc1F)NC(=N)N(C)S2(=O)=O	7.1367
CCCCN1C[C@@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(N(C)C)c2)NC1=O	4.3981
CCCCOc1ccc(-c2nnc(-c3cc(Cl)c([C@]4(C)CS(=O)(=O)N(C)C(=N)N4)s3)o2)cc1	6.9991
CCCCS(=O)(=O)N1CCC[C@H](C[C@@]2(CCC3CCCCC3)NC(=N)N(C)C2=O)C1	5.2007
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)c1	8.5229
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)CCC)CCN2)c1	7.0223
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3c(C)nn(C)c3C)CCN2)c1	6.0132
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3c(C)noc3C)CCN2)c1	5.9208
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3ccc(C#N)cc3)CCN2)c1	6.5086
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3ccc(C)cc3)CCN2)c1	7.2218
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3ccc(Cl)cc3)CCN2)c1	7.3768
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3ccc(OC)cc3)CCN2)c1	6.9208
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cccc(C)c3)CCN2)c1	9
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cccc(Cl)c3)CCN2)c1	8.1549
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cccc(OC)c3)CCN2)c1	7.699
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3ccccc3)CCN2)c1	8.5229
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3ccccc3C)CCN2)c1	8.301
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3ccccc3Cl)CCN2)c1	6.3979
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cccnc3)CCN2)c1	5.2366
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cccs3)CCN2)c1	8.0969
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3ccncc3)CCN2)c1	8
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cn(C)cn3)CCN2)c1	8.1549
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cnc(C)n3C)CCN2)c1	8.5229
